counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:R5:R6:575,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,575,Scale 575,R5,R6,,623,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:623,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,623,Infra-Alt 6,R5,R6,,719,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:631,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,631,Infra-Alt 6♭4,R5,R6,,727,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:635,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,635,Scale 635,R5,R6,,731,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:637,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,637,Debussy's Heptatonic,R5,R6,,733,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:719,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,719,1MI & 2Δ7,R5,R6,,911,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:727,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,727,Triadic Heptatonic 29,R5,R6,,919,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:731,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,731,Alternating Heptamode,R5,R6,,923,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:733,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,733,Superlocrian ♮2♭♭6♭♭7,R5,R6,,925,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:743,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,743,Phrygian Hungarian Minor,R5,R6,,935,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:747,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,747,1sus4 & ♭3∅7,R5,R6,,939,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:749,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,749,Locrian ♮2♭♭6♭♭7,R5,R6,,941,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:755,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,755,Ionian ♭2♭5𝄫6𝄫7,R5,R6,,947,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:757,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,757,Lipsean Mode II,R5,R6,,949,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:761,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,761,Major Locrian ♯267,R5,R6,,953,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1087,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1087,Infra-Alt 5♭76,R5,R6,,1135,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1135,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1135,Eurean Mode III,R5,R6,,1231,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1143,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1143,Scale 1143,R5,R6,,1239,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1147,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1147,Alt double-flat 5 / flat–double-flat 6,R5,R6,,1243,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1149,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1149,Alt ♮25♭6,R5,R6,,1245,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1231,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1231,7-Z18 rooted state 1231,R5,R6,,1423,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1239,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1239,Alt 𝄫3𝄫6,R5,R6,,1431,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1243,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1243,Alt 6,R5,R6,,1435,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1245,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1245,Alt ♮26,R5,R6,,1437,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1255,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1255,Chromatic Mixolydian,R5,R6,,1447,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1259,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1259,Blues Phrygian,R5,R6,,1451,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1261,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1261,Modified Blues,R5,R6,,1453,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1267,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1267,7-19 rooted state 1267,R5,R6,,1459,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1269,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1269,Major Locrian ♭♭6,R5,R6,,1461,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1273,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1273,Tanarupi V,R5,R6,,1465,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1423,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1423,Alt ♮5♭♭3♭4,R5,R6,,1807,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1431,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1431,Astrocyte,R5,R6,,1815,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1435,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1435,Maqam Saba Zamzam,R5,R6,,1819,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1437,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1437,Sabach,R5,R6,,1821,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1447,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1447,Rāga Phenadyuti,R5,R6,,1831,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1451,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1451,Phrygian,R5,R6,,1835,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1453,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1453,Aeolian,R5,R6,,1837,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1459,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1459,Phrygian Dominant,R5,R6,,1843,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1461,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1461,Mixolydian ♭6,R5,R6,,1845,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1465,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1465,Rāga Cudamani,R5,R6,,1849,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1479,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1479,Mela Jalarnava,R5,R6,,1863,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1483,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1483,Mela Bhavapriya,R5,R6,,1867,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1485,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1485,Mela Sanmukhapriya,R5,R6,,1869,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1491,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1491,Namanarayani,R5,R6,,1875,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1493,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1493,Lydian Minor,R5,R6,,1877,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1497,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1497,Jyoti Swarupini,R5,R6,,1881,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1507,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1507,Lydian ♭7♭2♭6♯3,R5,R6,,1891,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1509,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1509,Lydian Minor ♯3,R5,R6,,1893,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1513,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1513,Lydian ♭7♭6♯2♯3,R5,R6,,1897,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:1521,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,1521,Lydian 7♭6♯32,R5,R6,,1905,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2111,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2111,7-1 terminal cluster state 2111,R5,R6,,2159,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2159,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2159,7-4 rooted state 2159,R5,R6,,2255,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2167,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2167,7-5 rooted state 2167,R5,R6,,2263,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2171,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2171,7-5 rooted state 2171,R5,R6,,2267,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2173,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2173,7-4 rooted state 2173,R5,R6,,2269,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2255,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2255,Alt ♮7346,R5,R6,,2447,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2263,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2263,Phlegmatic Minor,R5,R6,,2455,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2267,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2267,Scale 2267,R5,R6,,2459,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2269,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2269,Nomadic Minor,R5,R6,,2461,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2279,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2279,Scale 2279,R5,R6,,2471,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2283,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2283,Pacific Minor,R5,R6,,2475,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2285,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2285,Supine,R5,R6,,2477,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2291,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2291,Scale 2291,R5,R6,,2483,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2293,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2293,Bucolic,R5,R6,,2485,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2297,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2297,Raghupriya V,R5,R6,,2489,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2447,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2447,Alt ♮5734,R5,R6,,2831,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2455,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2455,7-Z18 rooted state 2455,R5,R6,,2839,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2459,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2459,7-21 rooted state 2459,R5,R6,,2843,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2461,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2461,7-21 rooted state 2461,R5,R6,,2845,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2471,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2471,7-19 rooted state 2471,R5,R6,,2855,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2475,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2475,Neapolitan Minor,R5,R6,,2859,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2477,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2477,Harmonic Minor,R5,R6,,2861,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2483,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2483,Double Harmonic,R5,R6,,2867,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2485,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2485,Harmonic Major,R5,R6,,2869,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2489,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2489,Scale 2489,R5,R6,,2873,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2503,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2503,Scale 2503,R5,R6,,2887,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2507,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2507,Chromatic Lydian Inverse,R5,R6,,2891,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2509,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2509,Double Harmonic Minor,R5,R6,,2893,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2515,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2515,Chromatic Hypolydian,R5,R6,,2899,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2517,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2517,Lydian Harmonic Major,R5,R6,,2901,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2521,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2521,Scale 2521,R5,R6,,2905,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2531,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2531,Scale 2531,R5,R6,,2915,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2533,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2533,7-19 rooted state 2533,R5,R6,,2917,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2537,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2537,Scale 2537,R5,R6,,2921,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2545,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2545,Lydian 2♯3♭6,R5,R6,,2929,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2831,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2831,7-4 rooted state 2831,R5,R6,,3599,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2839,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2839,Kaikian Mode V,R5,R6,,3607,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2843,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2843,Neapolitan Major ♭4♯5,R5,R6,,3611,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2845,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2845,Melodic +♭4,R5,R6,,3613,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2855,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2855,Ionian +♭2𝄫3,R5,R6,,3623,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2859,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2859,Neapolitan Major ♯5,R5,R6,,3627,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2861,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2861,Melodic +,R5,R6,,3629,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2867,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2867,7-21 rooted state 2867,R5,R6,,3635,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2869,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2869,Major Augmented,R5,R6,,3637,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2873,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2873,Ionian Augmented ♯2,R5,R6,,3641,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2887,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2887,Zephyrean Mode VI,R5,R6,,3655,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2891,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2891,7-25 rooted state 2891,R5,R6,,3659,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2893,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2893,Lydian Augmented ♭3,R5,R6,,3661,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2899,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2899,Lydian Augmented ♭2,R5,R6,,3667,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2901,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2901,Lydian Augmented,R5,R6,,3669,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2905,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2905,Aeolian Flat,R5,R6,,3673,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2915,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2915,Scale 2915,R5,R6,,3683,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2917,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2917,Lydian Augmented ♯3,R5,R6,,3685,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2921,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2921,Lydian Augmented ♯2♯3,R5,R6,,3689,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2929,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2929,Lydian +♯32,R5,R6,,3697,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2951,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2951,7-5 rooted state 2951,R5,R6,,3719,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2955,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2955,Neapolitan Maj 𝄪4♯5,R5,R6,,3723,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2957,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2957,Melodic +4,R5,R6,,3725,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2963,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2963,Ionian +♭2𝄪4,R5,R6,,3731,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2965,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2965,Ionian +𝄪4,R5,R6,,3733,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2969,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2969,Scale 2969,R5,R6,,3737,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2979,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2979,Ionian +♭2♯3𝄪4,R5,R6,,3747,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2981,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2981,Noh,R5,R6,,3749,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2985,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2985,Ionian +♯23𝄪4,R5,R6,,3753,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:2993,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,2993,Ionian +♯324,R5,R6,,3761,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:3011,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,3011,7-5 rooted state 3011,R5,R6,,3779,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:3013,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,3013,Ionian +𝄪34,R5,R6,,3781,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:3017,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,3017,Scale 3017,R5,R6,,3785,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:3025,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,3025,Ionian +𝄪234,R5,R6,,3793,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R5:R6:3041,partial_commutation_domain_asymmetry,R5 and R6 strongly commute as partial functions,3041,Scale 3041,R5,R6,,3809,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:239,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,239,Infra-Alt 6𝄫𝄫7,L5,L6,191,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:367,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,367,Infra-Alt 67,L5,L6,319,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:463,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,463,Scale 463,L5,L6,367,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:471,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,471,Alt 3·6·♭7,L5,L6,375,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:475,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,475,Alt 6♭7,L5,L6,379,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:477,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,477,Alt ♮2𝄫6♭𝄫7,L5,L6,381,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:623,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,623,Infra-Alt 6,L5,L6,575,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:719,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,719,1MI & 2Δ7,L5,L6,623,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:727,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,727,Triadic Heptatonic 29,L5,L6,631,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
